ground,season,scorecard_no,countries,runs,overs,innings_x,team1_inn1,team2_inn1,first_inn_lead_of_team1,team1_inn2,team2_inn2,team1_inn1_over,team2_inn1_over,total_day,bat_first,field_first,innings_y,team_no,country_won,won
Jinnah,1985/86,Test # 1027,Sri Lanka,157,56.2,1st INNINGS,157,0,-102,200,0,56.2,0,5,0,Pakistan,1st INNINGS,2,Pakistan,0
Jinnah,1985/86,Test # 1027,Pakistan,259,63.2,1st INNINGS,0,259,102,0,100,0,63.2,5,0,Pakistan,1st INNINGS,1,Pakistan,1
National,1985/86,Test # 1028,Sri Lanka,162,76.5,1st INNINGS,162,0,-133,230,0,76.5,0,5,Sri Lanka,0,1st INNINGS,2,Pakistan,0
National,1985/86,Test # 1028,Pakistan,295,75,1st INNINGS,0,295,133,0,98,0,75,5,Sri Lanka,0,1st INNINGS,1,Pakistan,1
Brisbane,1985/86,Test # 1029,Australia,179,76.4,1st INNINGS,179,0,-374,333,0,76.4,0,5,0,New Zealand,1st INNINGS,1,New Zealand,0
Brisbane,1985/86,Test # 1029,New Zealand,553,161,1st INNINGS,0,553,374,0,0,0,161,5,0,New Zealand,1st INNINGS,2,New Zealand,1
Sydney,1985/86,Test # 1030,New Zealand,293,124.3,1st INNINGS,293,0,66,193,0,124.3,0,5,0,Australia,1st INNINGS,2,Australia,0
Sydney,1985/86,Test # 1030,Australia,227,97.5,1st INNINGS,0,227,-66,0,260,0,97.5,5,0,Australia,1st INNINGS,1,Australia,1
Western,1985/86,Test # 1031,Australia,203,83.5,1st INNINGS,203,0,-96,259,0,83.5,0,5,0,New Zealand,1st INNINGS,1,New Zealand,0
Western,1985/86,Test # 1031,New Zealand,299,157,1st INNINGS,0,299,96,0,164,0,157,5,0,New Zealand,1st INNINGS,2,New Zealand,1
Adelaide,1985/86,Test # 1032,Australia,381,149,1st INNINGS,381,0,-139,17,0,149,0,5,Australia,0,1st INNINGS,1,drawn,2
Adelaide,1985/86,Test # 1032,India,520,202,1st INNINGS,0,520,139,0,0,0,202,5,Australia,0,1st INNINGS,2,drawn,2
Melbourne,1985/86,Test # 1033,Australia,262,103.5,1st INNINGS,262,0,-183,308,0,103.5,0,5,0,India,1st INNINGS,1,drawn,2
Melbourne,1985/86,Test # 1033,India,445,148.2,1st INNINGS,0,445,183,0,59,0,148.2,5,0,India,1st INNINGS,2,drawn,2
Sydney,1985/86,Test # 1034,India,600,169,1st INNINGS,600,0,204,119,0,169,0,5,India,0,1st INNINGS,2,drawn,2
Sydney,1985/86,Test # 1034,Australia,396,179.3,1st INNINGS,0,396,-204,0,0,0,179.3,5,India,0,1st INNINGS,1,drawn,2
Basin,1985/86,Test # 1035,Australia,435,146.1,1st INNINGS,435,0,56,0,0,146.1,0,5,0,New Zealand,1st INNINGS,2,drawn,2
Basin,1985/86,Test # 1035,New Zealand,379,126.3,1st INNINGS,0,379,-56,0,0,0,126.3,5,0,New Zealand,1st INNINGS,1,drawn,2
Sabina,1985/86,Test # 1036,England,159,45.3,1st INNINGS,159,0,-148,152,0,45.3,0,3,England,0,1st INNINGS,2,West Indies,0
Sabina,1985/86,Test # 1036,West Indies,307,107.5,1st INNINGS,0,307,148,0,0,0,107.5,3,England,0,1st INNINGS,1,West Indies,1
Asgiriya,1985/86,Test # 1037,Sri Lanka,109,42.4,1st INNINGS,109,0,-121,101,0,42.4,0,5,Sri Lanka,0,1st INNINGS,1,Pakistan,0
Asgiriya,1985/86,Test # 1037,Pakistan,230,90.2,1st INNINGS,0,230,121,0,0,0,90.2,5,Sri Lanka,0,1st INNINGS,2,Pakistan,1
Lancaster,1985/86,Test # 1038,Australia,364,152.4,1st INNINGS,364,0,25,219,0,152.4,0,5,0,New Zealand,1st INNINGS,2,drawn,2
Lancaster,1985/86,Test # 1038,New Zealand,339,107.3,1st INNINGS,0,339,-25,0,16,0,107.3,5,0,New Zealand,1st INNINGS,1,drawn,2
Queen's,1985/86,Test # 1039,England,176,44.4,1st INNINGS,176,0,-223,315,0,44.4,0,6,0,West Indies,1st INNINGS,2,West Indies,0
Queen's,1985/86,Test # 1039,West Indies,399,104.4,1st INNINGS,0,399,223,0,95,0,104.4,6,0,West Indies,1st INNINGS,1,West Indies,1
Eden,1985/86,Test # 1040,Australia,314,135.3,1st INNINGS,314,0,56,103,0,135.3,0,5,Australia,0,1st INNINGS,2,New Zealand,0
Eden,1985/86,Test # 1040,New Zealand,258,97,1st INNINGS,0,258,-56,0,160,0,97,5,Australia,0,1st INNINGS,1,New Zealand,1
Colombo,1985/86,Test # 1041,Pakistan,132,51.3,1st INNINGS,132,0,-141,172,0,51.3,0,5,0,Sri Lanka,1st INNINGS,2,Sri Lanka,0
Colombo,1985/86,Test # 1041,Sri Lanka,273,95.3,1st INNINGS,0,273,141,0,32,0,95.3,5,0,Sri Lanka,1st INNINGS,1,Sri Lanka,1
Kensington,1985/86,Test # 1042,West Indies,418,126.1,1st INNINGS,418,0,229,199,0,126.1,0,5,0,England,1st INNINGS,1,West Indies,1
Kensington,1985/86,Test # 1042,England,189,59,1st INNINGS,0,189,-229,0,0,0,59,5,0,England,1st INNINGS,2,West Indies,0
P,1985/86,Test # 1043,Sri Lanka,281,108.5,1st INNINGS,281,0,-37,323,0,108.5,0,6,Sri Lanka,0,1st INNINGS,1,drawn,2
P,1985/86,Test # 1043,Pakistan,318,101.2,1st INNINGS,0,318,37,0,0,0,101.2,6,Sri Lanka,0,1st INNINGS,2,drawn,2
Queen's,1985/86,Test # 1044,England,200,65.4,1st INNINGS,200,0,-112,150,0,65.4,0,3,0,West Indies,1st INNINGS,2,West Indies,0
Queen's,1985/86,Test # 1044,West Indies,312,90.1,1st INNINGS,0,312,112,0,39,0,90.1,3,0,West Indies,1st INNINGS,1,West Indies,1
Antigua,1985/86,Test # 1045,West Indies,474,134.3,1st INNINGS,474,0,164,246,0,134.3,0,6,0,England,1st INNINGS,1,West Indies,1
Antigua,1985/86,Test # 1045,England,310,107.4,1st INNINGS,0,310,-164,0,170,0,107.4,6,0,England,1st INNINGS,2,West Indies,0
"Lord's,",1986,Test # 1046,England,294,128.2,1st INNINGS,294,0,-47,180,0,128.2,0,6,0,India,1st INNINGS,1,India,0
"Lord's,",1986,Test # 1046,India,341,137,1st INNINGS,0,341,47,0,136,0,137,6,0,India,1st INNINGS,2,India,1
"Headingley,",1986,Test # 1047,India,272,104.2,1st INNINGS,272,0,170,237,0,104.2,0,5,India,0,1st INNINGS,2,India,1
"Headingley,",1986,Test # 1047,England,102,45.1,1st INNINGS,0,102,-170,0,128,0,45.1,5,India,0,1st INNINGS,1,India,0
"Edgbaston,",1986,Test # 1048,England,390,116.3,1st INNINGS,390,0,0,235,0,116.3,0,6,England,0,1st INNINGS,1,drawn,2
"Edgbaston,",1986,Test # 1048,India,390,139.5,1st INNINGS,0,390,0,0,174,0,139.5,6,England,0,1st INNINGS,2,drawn,2
"Lord's,",1986,Test # 1049,England,307,118.5,1st INNINGS,307,0,-35,295,0,118.5,0,6,England,0,1st INNINGS,1,drawn,2
"Lord's,",1986,Test # 1049,New Zealand,342,140.1,1st INNINGS,0,342,35,0,41,0,140.1,6,England,0,1st INNINGS,2,drawn,2
Trent,1986,Test # 1050,England,256,89.5,1st INNINGS,256,0,-157,230,0,89.5,0,6,0,New Zealand,1st INNINGS,1,New Zealand,0
Trent,1986,Test # 1050,New Zealand,413,169.5,1st INNINGS,0,413,157,0,77,0,169.5,6,0,New Zealand,1st INNINGS,2,New Zealand,1
Kennington,1986,Test # 1051,New Zealand,287,128.2,1st INNINGS,287,0,-101,0,0,128.2,0,6,0,England,1st INNINGS,2,drawn,2
Kennington,1986,Test # 1051,England,388,90.5,1st INNINGS,0,388,101,0,0,0,90.5,6,0,England,1st INNINGS,1,drawn,2
MA,1986/87,Test # 1052,Australia,574,170.5,1st INNINGS,574,0,177,170,0,170.5,0,5,Australia,0,1st INNINGS,2,tied,1
MA,1986/87,Test # 1052,India,397,94.2,1st INNINGS,0,397,-177,0,347,0,94.2,5,Australia,0,1st INNINGS,1,tied,0
Feroz,1986/87,Test # 1053,Australia,207,75.4,1st INNINGS,207,0,100,0,0,75.4,0,5,Australia,0,1st INNINGS,2,drawn,2
Feroz,1986/87,Test # 1053,India,107,26,1st INNINGS,0,107,-100,0,0,0,26,5,Australia,0,1st INNINGS,1,drawn,2
Wankhede,1986/87,Test # 1054,Australia,345,147.4,1st INNINGS,345,0,-172,216,0,147.4,0,5,Australia,0,1st INNINGS,2,drawn,2
Wankhede,1986/87,Test # 1054,India,517,170,1st INNINGS,0,517,172,0,0,0,170,5,Australia,0,1st INNINGS,1,drawn,2
Iqbal,1986/87,Test # 1055,Pakistan,159,38.5,1st INNINGS,159,0,-89,328,0,38.5,0,6,Pakistan,0,1st INNINGS,1,Pakistan,1
Iqbal,1986/87,Test # 1055,West Indies,248,83,1st INNINGS,0,248,89,0,53,0,83,6,Pakistan,0,1st INNINGS,2,Pakistan,0
Gaddafi,1986/87,Test # 1056,Pakistan,131,53.4,1st INNINGS,131,0,-87,77,0,53.4,0,3,Pakistan,0,1st INNINGS,1,West Indies,0
Gaddafi,1986/87,Test # 1056,West Indies,218,90.5,1st INNINGS,0,218,87,0,0,0,90.5,3,Pakistan,0,1st INNINGS,2,West Indies,1
Brisbane,1986/87,Test # 1057,England,456,134,1st INNINGS,456,0,208,282,0,134,0,6,0,Australia,1st INNINGS,2,England,1
Brisbane,1986/87,Test # 1057,Australia,248,104.4,1st INNINGS,0,248,-208,0,77,0,104.4,6,0,Australia,1st INNINGS,1,England,0
National,1986/87,Test # 1058,West Indies,240,86.5,1st INNINGS,240,0,1,211,0,86.5,0,6,West Indies,0,1st INNINGS,2,drawn,2
National,1986/87,Test # 1058,Pakistan,239,110.1,1st INNINGS,0,239,-1,0,125,0,110.1,6,West Indies,0,1st INNINGS,1,drawn,2
Western,1986/87,Test # 1059,England,592,170.1,1st INNINGS,592,0,191,199,0,170.1,0,6,England,0,1st INNINGS,2,drawn,2
Western,1986/87,Test # 1059,Australia,401,134.4,1st INNINGS,0,401,-191,0,197,0,134.4,6,England,0,1st INNINGS,1,drawn,2
Adelaide,1986/87,Test # 1060,Australia,514,171,1st INNINGS,514,0,59,201,0,171,0,5,Australia,0,1st INNINGS,1,drawn,2
Adelaide,1986/87,Test # 1060,England,455,148.4,1st INNINGS,0,455,-59,0,39,0,148.4,5,Australia,0,1st INNINGS,2,drawn,2
Green,1986/87,Test # 1061,Sri Lanka,420,138,1st INNINGS,420,0,-256,0,0,138,0,6,Sri Lanka,0,1st INNINGS,2,drawn,2
Green,1986/87,Test # 1061,India,676,167.1,1st INNINGS,0,676,256,0,0,0,167.1,6,Sri Lanka,0,1st INNINGS,1,drawn,2
Melbourne,1986/87,Test # 1062,Australia,141,54.4,1st INNINGS,141,0,-208,194,0,54.4,0,3,0,England,1st INNINGS,1,England,0
Melbourne,1986/87,Test # 1062,England,349,120.5,1st INNINGS,0,349,208,0,0,0,120.5,3,0,England,1st INNINGS,2,England,1
Vidarbha,1986/87,Test # 1063,Sri Lanka,204,59.1,1st INNINGS,204,0,-247,141,0,59.1,0,5,Sri Lanka,0,1st INNINGS,2,India,0
Vidarbha,1986/87,Test # 1063,India,451,129.5,1st INNINGS,0,451,247,0,0,0,129.5,5,Sri Lanka,0,1st INNINGS,1,India,1
Barabati,1986/87,Test # 1064,India,400,127.3,1st INNINGS,400,0,209,142,0,127.3,0,4,India,0,1st INNINGS,1,India,1
Barabati,1986/87,Test # 1064,Sri Lanka,191,76.1,1st INNINGS,0,191,-209,0,0,0,76.1,4,India,0,1st INNINGS,2,India,0
Sydney,1986/87,Test # 1065,Australia,343,144.5,1st INNINGS,343,0,68,251,0,144.5,0,6,Australia,0,1st INNINGS,1,Australia,1
Sydney,1986/87,Test # 1065,England,275,94,1st INNINGS,0,275,-68,0,264,0,94,6,Australia,0,1st INNINGS,2,Australia,0
MA,1986/87,Test # 1066,Pakistan,487,163,1st INNINGS,487,0,-40,182,0,163,0,6,Pakistan,0,1st INNINGS,2,drawn,2
MA,1986/87,Test # 1066,India,527,170,1st INNINGS,0,527,40,0,0,0,170,6,Pakistan,0,1st INNINGS,1,drawn,2
Eden,1986/87,Test # 1067,India,403,118,1st INNINGS,403,0,174,181,0,118,0,6,0,Pakistan,1st INNINGS,1,drawn,2
Eden,1986/87,Test # 1067,Pakistan,229,108.1,1st INNINGS,0,229,-174,0,179,0,108.1,6,0,Pakistan,1st INNINGS,2,drawn,2
Basin,1986/87,Test # 1068,New Zealand,228,89,1st INNINGS,228,0,-117,386,0,89,0,5,0,West Indies,1st INNINGS,1,drawn,2
Basin,1986/87,Test # 1068,West Indies,345,128,1st INNINGS,0,345,117,0,50,0,128,5,0,West Indies,1st INNINGS,2,drawn,2
Sawai,1986/87,Test # 1069,India,465,163.3,1st INNINGS,465,0,124,114,0,163.3,0,6,India,0,1st INNINGS,1,drawn,2
Sawai,1986/87,Test # 1069,Pakistan,341,128.5,1st INNINGS,0,341,-124,0,0,0,128.5,6,India,0,1st INNINGS,2,drawn,2
Eden,1986/87,Test # 1070,West Indies,418,142.4,1st INNINGS,418,0,261,273,0,142.4,0,5,West Indies,0,1st INNINGS,2,West Indies,1
Eden,1986/87,Test # 1070,New Zealand,157,53,1st INNINGS,0,157,-261,0,16,0,53,5,West Indies,0,1st INNINGS,1,West Indies,0
Gujarat,1986/87,Test # 1071,Pakistan,395,187.3,1st INNINGS,395,0,72,135,0,187.3,0,6,Pakistan,0,1st INNINGS,2,drawn,2
Gujarat,1986/87,Test # 1071,India,323,111.5,1st INNINGS,0,323,-72,0,0,0,111.5,6,Pakistan,0,1st INNINGS,1,drawn,2
Lancaster,1986/87,Test # 1072,West Indies,100,36.3,1st INNINGS,100,0,-232,264,0,36.3,0,4,0,New Zealand,1st INNINGS,2,New Zealand,0
Lancaster,1986/87,Test # 1072,New Zealand,332,100.5,1st INNINGS,0,332,232,0,33,0,100.5,4,0,New Zealand,1st INNINGS,1,New Zealand,1
M,1986/87,Test # 1073,Pakistan,116,49.2,1st INNINGS,116,0,-29,249,0,49.2,0,5,Pakistan,0,1st INNINGS,2,Pakistan,1
M,1986/87,Test # 1073,India,145,64,1st INNINGS,0,145,29,0,204,0,64,5,Pakistan,0,1st INNINGS,1,Pakistan,0
Colombo,1987,Test # 1074,Sri Lanka,397,173.5,1st INNINGS,397,0,-9,0,0,173.5,0,6,0,New Zealand,1st INNINGS,1,drawn,2
Colombo,1987,Test # 1074,New Zealand,406,163,1st INNINGS,0,406,9,0,0,0,163,6,0,New Zealand,1st INNINGS,2,drawn,2
Old,1987,Test # 1075,England,447,143.4,1st INNINGS,447,0,307,0,0,143.4,0,6,0,Pakistan,1st INNINGS,1,drawn,2
Old,1987,Test # 1075,Pakistan,140,64,1st INNINGS,0,140,-307,0,0,0,64,6,0,Pakistan,1st INNINGS,2,drawn,2
"Lord's,",1987,Test # 1076,England,368,112.5,1st INNINGS,447,0,368,0,0,112.5,0,6,England,0,1st INNINGS,1,drawn,2
"Headingley,",1987,Test # 1077,England,136,60.4,1st INNINGS,136,0,-217,199,0,60.4,0,5,England,0,1st INNINGS,1,Pakistan,0
"Headingley,",1987,Test # 1077,Pakistan,353,131.2,1st INNINGS,0,353,217,0,0,0,131.2,5,England,0,1st INNINGS,2,Pakistan,1
"Edgbaston,",1987,Test # 1078,Pakistan,439,173.3,1st INNINGS,439,0,-82,205,0,173.3,0,6,0,England,1st INNINGS,2,drawn,2
"Edgbaston,",1987,Test # 1078,England,521,169.5,1st INNINGS,0,521,82,0,109,0,169.5,6,0,England,1st INNINGS,1,drawn,2
Kennington,1987,Test # 1079,Pakistan,708,220.3,1st INNINGS,708,0,476,315,0,220.3,0,6,Pakistan,0,1st INNINGS,2,drawn,2
Kennington,1987,Test # 1079,England,232,99.4,1st INNINGS,0,232,-476,0,0,0,99.4,6,Pakistan,0,1st INNINGS,1,drawn,2
Feroz,1987/88,Test # 1080,India,75,30.5,1st INNINGS,75,0,-52,327,0,30.5,0,5,India,0,1st INNINGS,1,West Indies,0
Feroz,1987/88,Test # 1080,West Indies,127,47.1,1st INNINGS,0,127,52,0,276,0,47.1,5,India,0,1st INNINGS,2,West Indies,1
Gaddafi,1987/88,Test # 1081,England,175,83,1st INNINGS,175,0,-217,130,0,83,0,4,England,0,1st INNINGS,2,Pakistan,0
Gaddafi,1987/88,Test # 1081,Pakistan,392,134,1st INNINGS,0,392,217,0,0,0,134,4,England,0,1st INNINGS,1,Pakistan,1
Brisbane,1987/88,Test # 1082,New Zealand,186,93.2,1st INNINGS,186,0,-119,212,0,93.2,0,4,0,Australia,1st INNINGS,2,Australia,0
Brisbane,1987/88,Test # 1082,Australia,305,117.5,1st INNINGS,0,305,119,0,97,0,117.5,4,0,Australia,1st INNINGS,1,Australia,1
Iqbal,1987/88,Test # 1083,England,292,114.2,1st INNINGS,292,0,101,137,0,114.2,0,6,England,0,1st INNINGS,2,drawn,2
Iqbal,1987/88,Test # 1083,Pakistan,191,84.3,1st INNINGS,0,191,-101,0,51,0,84.3,6,England,0,1st INNINGS,1,drawn,2
Adelaide,1987/88,Test # 1084,New Zealand,485,174.5,1st INNINGS,485,0,-11,182,0,174.5,0,5,New Zealand,0,1st INNINGS,2,drawn,2
Adelaide,1987/88,Test # 1084,Australia,496,195,1st INNINGS,0,496,11,0,0,0,195,5,New Zealand,0,1st INNINGS,1,drawn,2
Wankhede,1987/88,Test # 1085,India,281,67.4,1st INNINGS,281,0,-56,173,0,67.4,0,6,India,0,1st INNINGS,1,drawn,2
Wankhede,1987/88,Test # 1085,West Indies,337,103.3,1st INNINGS,0,337,56,0,0,0,103.3,6,India,0,1st INNINGS,2,drawn,2
National,1987/88,Test # 1086,England,294,121.4,1st INNINGS,294,0,-59,258,0,121.4,0,6,England,0,1st INNINGS,2,drawn,2
National,1987/88,Test # 1086,Pakistan,353,133.5,1st INNINGS,0,353,59,0,0,0,133.5,6,England,0,1st INNINGS,1,drawn,2
Melbourne,1987/88,Test # 1087,New Zealand,317,110.3,1st INNINGS,317,0,-40,286,0,110.3,0,5,0,Australia,1st INNINGS,2,drawn,2
Melbourne,1987/88,Test # 1087,Australia,357,145.4,1st INNINGS,0,357,40,0,230,0,145.4,5,0,Australia,1st INNINGS,1,drawn,2
Eden,1987/88,Test # 1088,West Indies,530,151.5,1st INNINGS,530,0,-35,157,0,151.5,0,6,West Indies,0,1st INNINGS,2,drawn,2
Eden,1987/88,Test # 1088,India,565,172.2,1st INNINGS,0,565,35,0,0,0,172.2,6,West Indies,0,1st INNINGS,1,drawn,2
MA,1987/88,Test # 1089,India,382,104.1,1st INNINGS,382,0,198,217,0,104.1,0,5,India,0,1st INNINGS,1,India,1
MA,1987/88,Test # 1089,West Indies,184,73.3,1st INNINGS,0,184,-198,0,160,0,73.3,5,India,0,1st INNINGS,2,India,0
Sydney,1987/88,Test # 1090,England,425,172.5,1st INNINGS,425,0,211,328,0,172.5,0,5,England,0,1st INNINGS,2,drawn,2
Sydney,1987/88,Test # 1090,Australia,214,96.1,1st INNINGS,0,214,-211,0,0,0,96.1,5,England,0,1st INNINGS,1,drawn,2
Lancaster,1987/88,Test # 1091,England,319,120.1,1st INNINGS,319,0,151,152,0,120.1,0,6,0,New Zealand,1st INNINGS,2,drawn,2
Lancaster,1987/88,Test # 1091,New Zealand,168,81.5,1st INNINGS,0,168,-151,0,130,0,81.5,6,0,New Zealand,1st INNINGS,1,drawn,2
Western,1987/88,Test # 1092,Australia,455,137.2,1st INNINGS,455,0,261,153,0,137.2,0,4,Australia,0,1st INNINGS,1,Australia,1
Western,1987/88,Test # 1092,Sri Lanka,194,82.3,1st INNINGS,0,194,-261,0,0,0,82.3,4,Australia,0,1st INNINGS,2,Australia,0
Eden,1987/88,Test # 1093,New Zealand,301,134.2,1st INNINGS,301,0,-22,350,0,134.2,0,5,0,England,1st INNINGS,1,drawn,2
Eden,1987/88,Test # 1093,England,323,141.1,1st INNINGS,0,323,22,0,0,0,141.1,5,0,England,1st INNINGS,2,drawn,2
Basin,1987/88,Test # 1094,New Zealand,512,197,1st INNINGS,512,0,329,0,0,197,0,5,New Zealand,0,1st INNINGS,1,drawn,2
Basin,1987/88,Test # 1094,England,183,79,1st INNINGS,0,183,-329,0,0,0,79,5,New Zealand,0,1st INNINGS,2,drawn,2
"Bourda,",1987/88,Test # 1095,West Indies,292,80.4,1st INNINGS,292,0,-143,172,0,80.4,0,5,West Indies,0,1st INNINGS,1,Pakistan,0
"Bourda,",1987/88,Test # 1095,Pakistan,435,122,1st INNINGS,0,435,143,0,32,0,122,5,West Indies,0,1st INNINGS,2,Pakistan,1
Queen's,1987/88,Test # 1096,West Indies,174,53.3,1st INNINGS,174,0,-20,391,0,53.3,0,6,0,Pakistan,1st INNINGS,1,drawn,2
Queen's,1987/88,Test # 1096,Pakistan,194,59.1,1st INNINGS,0,194,20,0,341,0,59.1,6,0,Pakistan,1st INNINGS,2,drawn,2
Kensington,1987/88,Test # 1097,Pakistan,309,74.4,1st INNINGS,309,0,3,262,0,74.4,0,6,0,West Indies,1st INNINGS,2,West Indies,0
Kensington,1987/88,Test # 1097,West Indies,306,84,1st INNINGS,0,306,-3,0,268,0,84,6,0,West Indies,1st INNINGS,1,West Indies,1
Trent,1988,Test # 1098,England,245,101,1st INNINGS,245,0,-203,301,0,101,0,6,England,0,1st INNINGS,1,drawn,2
Trent,1988,Test # 1098,West Indies,448,129.1,1st INNINGS,0,448,203,0,0,0,129.1,6,England,0,1st INNINGS,2,drawn,2
"Lord's,",1988,Test # 1099,West Indies,209,67.5,1st INNINGS,209,0,44,397,0,67.5,0,6,West Indies,0,1st INNINGS,2,West Indies,1
"Lord's,",1988,Test # 1099,England,165,59,1st INNINGS,0,165,-44,0,307,0,59,6,West Indies,0,1st INNINGS,1,West Indies,0
Old,1988,Test # 1100,England,135,60.2,1st INNINGS,135,0,-249,93,0,60.2,0,6,England,0,1st INNINGS,1,West Indies,0
Old,1988,Test # 1100,West Indies,384,140.1,1st INNINGS,0,384,249,0,0,0,140.1,6,England,0,1st INNINGS,2,West Indies,1
"Headingley,",1988,Test # 1101,England,201,69.1,1st INNINGS,201,0,-74,138,0,69.1,0,6,0,West Indies,1st INNINGS,1,West Indies,0
"Headingley,",1988,Test # 1101,West Indies,275,81.2,1st INNINGS,0,275,74,0,67,0,81.2,6,0,West Indies,1st INNINGS,2,West Indies,1
Kennington,1988,Test # 1102,England,205,90.3,1st INNINGS,205,0,22,202,0,90.3,0,5,England,0,1st INNINGS,1,West Indies,0
Kennington,1988,Test # 1102,West Indies,183,59,1st INNINGS,0,183,-22,0,226,0,59,5,England,0,1st INNINGS,2,West Indies,1
"Lord's,",1988,Test # 1103,Sri Lanka,194,65.5,1st INNINGS,194,0,-235,331,0,65.5,0,6,0,England,1st INNINGS,2,England,0
"Lord's,",1988,Test # 1103,England,429,143.2,1st INNINGS,0,429,235,0,100,0,143.2,6,0,England,1st INNINGS,1,England,1
National,1988/89,Test # 1104,Pakistan,469,169.5,1st INNINGS,469,0,304,116,0,169.5,0,6,Pakistan,0,1st INNINGS,1,Pakistan,1
National,1988/89,Test # 1104,Australia,165,122,1st INNINGS,0,165,-304,0,0,0,122,6,Pakistan,0,1st INNINGS,2,Pakistan,0
Iqbal,1988/89,Test # 1105,Pakistan,316,106.5,1st INNINGS,316,0,-5,378,0,106.5,0,6,Pakistan,0,1st INNINGS,1,drawn,2
Iqbal,1988/89,Test # 1105,Australia,321,129.5,1st INNINGS,0,321,5,0,67,0,129.5,6,Pakistan,0,1st INNINGS,2,drawn,2
Gaddafi,1988/89,Test # 1106,Australia,340,158,1st INNINGS,340,0,107,161,0,158,0,5,Australia,0,1st INNINGS,2,drawn,2
Gaddafi,1988/89,Test # 1106,Pakistan,233,98.2,1st INNINGS,0,233,-107,0,153,0,98.2,5,Australia,0,1st INNINGS,1,drawn,2
M,1988/89,Test # 1107,India,384,142,1st INNINGS,384,0,195,141,0,142,0,6,India,0,1st INNINGS,1,India,1
M,1988/89,Test # 1107,New Zealand,189,122.3,1st INNINGS,0,189,-195,0,164,0,122.3,6,India,0,1st INNINGS,2,India,0
Brisbane,1988/89,Test # 1108,Australia,167,69.3,1st INNINGS,167,0,-227,289,0,69.3,0,4,Australia,0,1st INNINGS,1,West Indies,0
Brisbane,1988/89,Test # 1108,West Indies,394,113.4,1st INNINGS,0,394,227,0,63,0,113.4,4,Australia,0,1st INNINGS,2,West Indies,1
Wankhede,1988/89,Test # 1109,New Zealand,236,93.3,1st INNINGS,236,0,2,279,0,93.3,0,6,New Zealand,0,1st INNINGS,2,New Zealand,1
Wankhede,1988/89,Test # 1109,India,234,75.5,1st INNINGS,0,234,-2,0,145,0,75.5,6,New Zealand,0,1st INNINGS,1,New Zealand,0
Western,1988/89,Test # 1110,West Indies,449,123.1,1st INNINGS,449,0,54,349,0,123.1,0,5,0,Australia,1st INNINGS,2,West Indies,1
Western,1988/89,Test # 1110,Australia,395,100.3,1st INNINGS,0,395,-54,0,234,0,100.3,5,0,Australia,1st INNINGS,1,West Indies,0
Lal,1988/89,Test # 1111,New Zealand,254,95,1st INNINGS,254,0,-104,124,0,95,0,5,New Zealand,0,1st INNINGS,2,India,0
Lal,1988/89,Test # 1111,India,358,106.3,1st INNINGS,0,358,104,0,22,0,106.3,5,New Zealand,0,1st INNINGS,1,India,1
Melbourne,1988/89,Test # 1112,West Indies,280,93.1,1st INNINGS,280,0,38,361,0,93.1,0,6,0,Australia,1st INNINGS,2,West Indies,1
Melbourne,1988/89,Test # 1112,Australia,242,94.3,1st INNINGS,0,242,-38,0,114,0,94.3,6,0,Australia,1st INNINGS,1,West Indies,0
Sydney,1988/89,Test # 1113,West Indies,224,99.2,1st INNINGS,224,0,-177,256,0,99.2,0,5,West Indies,0,1st INNINGS,2,Australia,0
Sydney,1988/89,Test # 1113,Australia,401,191.5,1st INNINGS,0,401,177,0,82,0,191.5,5,West Indies,0,1st INNINGS,1,Australia,1
Adelaide,1988/89,Test # 1114,Australia,515,140.5,1st INNINGS,515,0,146,224,0,140.5,0,5,Australia,0,1st INNINGS,1,drawn,2
Adelaide,1988/89,Test # 1114,West Indies,369,121.4,1st INNINGS,0,369,-146,0,233,0,121.4,5,Australia,0,1st INNINGS,2,drawn,2
Basin,1988/89,Test # 1115,New Zealand,447,169.4,1st INNINGS,447,0,9,186,0,169.4,0,5,0,Pakistan,1st INNINGS,1,drawn,2
Basin,1988/89,Test # 1115,Pakistan,438,195,1st INNINGS,0,438,-9,0,0,0,195,5,0,Pakistan,1st INNINGS,2,drawn,2
Eden,1988/89,Test # 1116,Pakistan,616,203,1st INNINGS,616,0,213,99,0,203,0,5,Pakistan,0,1st INNINGS,2,drawn,2
Eden,1988/89,Test # 1116,New Zealand,403,184.1,1st INNINGS,0,403,-213,0,0,0,184.1,5,Pakistan,0,1st INNINGS,1,drawn,2
"Bourda,",1988/89,Test # 1117,West Indies,437,141,1st INNINGS,437,0,351,0,0,141,0,6,0,India,1st INNINGS,1,drawn,2
"Bourda,",1988/89,Test # 1117,India,86,39,1st INNINGS,0,86,-351,0,0,0,39,6,0,India,1st INNINGS,2,drawn,2
Kensington,1988/89,Test # 1118,India,321,105.2,1st INNINGS,321,0,-56,251,0,105.2,0,6,0,West Indies,1st INNINGS,2,West Indies,0
Kensington,1988/89,Test # 1118,West Indies,377,111.5,1st INNINGS,0,377,56,0,196,0,111.5,6,0,West Indies,1st INNINGS,1,West Indies,1
Queen's,1988/89,Test # 1119,West Indies,314,123.3,1st INNINGS,314,0,164,266,0,123.3,0,6,0,India,1st INNINGS,1,West Indies,1
